,id,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,availability_365,calculated_host_listings_count
4236,754400122144493844,Dunbar Southlands,49.2306515,-123.1844412,Entire home/apt,139.0,29,0,1
4237,754474494838555627,Mount Pleasant,49.2621141,-123.0995228,Entire home/apt,105.0,4,128,43
4238,754645771023055367,Downtown,49.27817,-123.12811,Entire home/apt,93.0,2,0,2
4239,754652046997956433,Arbutus Ridge,49.2555,-123.15815,Entire home/apt,120.0,24,230,1
4240,754817782255139085,Mount Pleasant,49.27059,-123.10886,Entire home/apt,128.0,61,322,1
4241,755102000381947610,Shaughnessy,49.23494,-123.12967,Private room,64.0,9,365,10
4242,755118462121567029,Shaughnessy,49.23627,-123.1315,Private room,92.0,3,361,10
4243,755163507092227898,Kensington-Cedar Cottage,49.24344439999999,-123.0798252,Entire home/apt,422.0,0,276,6
4244,755244922233660089,Downtown,49.2787669,-123.1164824,Entire home/apt,220.0,0,364,1
4245,755395257603988261,Downtown,49.27965,-123.12071,Entire home/apt,100.0,4,149,1
4246,755513219589945549,Kensington-Cedar Cottage,49.24344439999999,-123.0798252,Private room,63.0,3,304,6
4247,755514437529904983,Kensington-Cedar Cottage,49.2424,-123.07885,Private room,87.0,7,335,6
4248,755885807689048946,Downtown,49.27293,-123.12593,Entire home/apt,399.0,0,364,1
4249,755892179689281162,Kerrisdale,49.23088,-123.1628,Private room,76.0,61,0,4
4250,755903457080295553,Marpole,49.21743,-123.13676,Private room,1437.0,0,358,2
4251,755916944893858507,Grandview-Woodland,49.26774590831524,-123.06795275255465,Entire home/apt,116.0,65,114,1
4252,755921598792885202,Mount Pleasant,49.26918,-123.11403,Entire home/apt,150.0,5,99,3
4253,756136220248915181,Downtown,49.2805,-123.10842,Entire home/apt,213.0,79,243,1
4254,756658783388819997,Kitsilano,49.27484,-123.15012,Entire home/apt,185.0,44,176,1
4255,756696096943594580,Downtown,49.27785,-123.10748,Entire home/apt,174.0,50,71,1
4256,756733561202282784,Dunbar Southlands,49.23185,-123.19026,Entire home/apt,513.0,13,93,1
4257,756871298880801904,Downtown Eastside,49.27706,-123.10042,Entire home/apt,184.0,4,0,1
4258,757304615588117949,Grandview-Woodland,49.26546,-123.06801,Entire home/apt,150.0,48,0,1
4259,757396269753676254,Downtown,49.27949,-123.10868,Entire home/apt,174.0,51,71,1
4260,757429830415010252,Downtown,49.27867029479776,-123.10997584777525,Entire home/apt,267.0,9,342,6
4261,757438711448217822,Downtown,49.28058,-123.11,Entire home/apt,256.0,18,328,6
4262,757439896605002960,Downtown,49.27912329682261,-123.10623675037137,Entire home/apt,286.0,8,340,6
4263,757441406060820362,Downtown Eastside,49.28084318453704,-123.10848586801649,Entire home/apt,289.0,25,337,6
4264,757449802346817159,Downtown,49.28779,-123.1248,Entire home/apt,332.0,0,348,6
4265,757483779467658590,Downtown,49.2798289474608,-123.10694676700832,Entire home/apt,270.0,27,321,6
4266,757583943098918265,Renfrew-Collingwood,49.25016640898646,-123.03415059256646,Entire home/apt,131.0,43,135,1
4267,757607165235290838,Downtown Eastside,49.28065,-123.10889,Entire home/apt,141.0,67,0,2
4268,758272531406854720,Downtown,49.28951,-123.12555,Entire home/apt,686.0,0,364,30
4269,758955165975667721,Dunbar Southlands,49.24176,-123.17875,Entire home/apt,110.0,0,89,1
4270,758959053155875338,Downtown Eastside,49.27843,-123.10064,Entire home/apt,320.0,26,348,1
4271,759158663173702416,Kensington-Cedar Cottage,49.26013,-123.06621,Entire home/apt,350.0,9,4,2
4272,759391143392781156,Renfrew-Collingwood,49.23787,-123.03043,Entire home/apt,105.0,3,179,1
4273,759477268573006062,Kensington-Cedar Cottage,49.25666,-123.06521,Entire home/apt,200.0,10,218,1
4274,759581402248506780,West End,49.27695,-123.13366,Entire home/apt,200.0,48,4,1
4275,759718085882883202,Downtown,49.2749,-123.12689,Entire home/apt,168.0,10,64,1
4276,759767492489743203,Downtown,49.27591,-123.12616,Entire home/apt,156.0,54,79,1
4277,760110011548479326,Sunset,49.21924,-123.10278,Entire home/apt,89.0,6,91,1
4278,760143301409977262,Kensington-Cedar Cottage,49.25977,-123.06622,Entire home/apt,139.0,0,0,2
4279,760162583000498021,Downtown,49.27982,-123.10658,Entire home/apt,176.0,56,158,1
4280,760165905644551122,Downtown Eastside,49.28159778148671,-123.09842820477095,Entire home/apt,110.0,36,0,1
4281,760425362189042292,Hastings-Sunrise,49.26353,-123.05137,Private room,139.0,1,0,3
4282,760472048315319026,West Point Grey,49.25967,-123.21482,Entire home/apt,700.0,21,287,1
4283,760887066170611306,Kitsilano,49.27115,-123.14639,Entire home/apt,107.0,4,356,134
4284,760956793737112791,West End,49.28931109013771,-123.12883551507171,Private room,160.0,26,0,1
4285,761040236853281303,Riley Park,49.23411,-123.10403,Entire home/apt,326.0,40,0,1
4286,761050131871302034,West End,49.2913283517079,-123.1391709276474,Entire home/apt,85.0,4,302,1
4287,761612458940570654,West End,49.27739,-123.13535,Entire home/apt,170.0,3,178,37
4288,761655253441074918,Kensington-Cedar Cottage,49.25654,-123.07529,Entire home/apt,67.0,1,66,37
4289,761701361242156284,Downtown,49.2749061,-123.1310278,Entire home/apt,125.0,4,170,42
4290,762269555352822097,Downtown,49.27318,-123.12679,Entire home/apt,160.0,1,364,1
4291,762337352924239148,Downtown Eastside,49.27858,-123.098,Entire home/apt,82.0,3,346,1
4292,762391373309595914,Downtown,49.27475,-123.12872,Entire home/apt,130.0,54,0,1
4293,762414755931963132,Downtown Eastside,49.27907135555238,-123.09970804657884,Entire home/apt,85.0,65,56,1
4294,762488884809510934,Marpole,49.2152048,-123.1364423,Entire home/apt,133.0,4,121,43
4295,763015621951200843,West End,49.28259,-123.12597,Entire home/apt,106.0,0,80,6
4296,763209165288842160,Riley Park,49.25318,-123.09006,Shared room,135.0,7,364,19
4297,763288277631579082,Downtown,49.2771445,-123.1245855,Entire home/apt,131.0,0,61,1
4298,763771104970141112,Mount Pleasant,49.26003,-123.0785,Private room,41.0,3,365,19
4299,764443008812380227,Kitsilano,49.2581,-123.14762,Entire home/apt,131.0,67,0,3
4300,764502518233543444,Downtown,49.27775,-123.10817,Entire home/apt,332.0,62,14,1
4301,764819264836224906,Riley Park,49.23787,-123.10145,Entire home/apt,250.0,9,62,1
4302,764837154875318576,Fairview,49.26444,-123.12944,Entire home/apt,139.0,1,0,1
4303,765066782982324911,Downtown,49.27382,-123.11622,Entire home/apt,140.0,1,149,1
4304,765210232672973577,Marpole,49.21618,-123.11688,Entire home/apt,139.0,2,0,1
4305,765214911139064245,Renfrew-Collingwood,49.23948,-123.05672,Private room,239.0,3,89,1
4306,765244975297761610,Mount Pleasant,49.2696151,-123.1080414,Entire home/apt,115.0,0,182,42
4307,765276367137145965,Downtown Eastside,49.2764484,-123.0994338,Entire home/apt,550.0,14,345,3
4308,765299972595687525,Mount Pleasant,49.2646725,-123.0979372,Entire home/apt,139.0,1,0,1
4309,765333797111079962,Downtown,49.28219,-123.12406,Entire home/apt,257.0,55,269,1
4310,765561051438168476,Arbutus Ridge,49.25453,-123.16994,Entire home/apt,172.0,45,0,1
4311,765602101347249126,Renfrew-Collingwood,49.23955,-123.04397,Entire home/apt,150.0,7,354,2
4312,765779758914382391,Marpole,49.20946,-123.14681,Private room,130.0,3,362,1
4313,765954895505819490,West End,49.29169,-123.13299,Entire home/apt,135.0,0,220,37
4314,765956899896430102,West End,49.27888,-123.13719,Entire home/apt,145.0,6,269,37
4315,766837967900868487,Downtown,49.27881,-123.10692,Entire home/apt,315.0,1,76,10
4316,766856673512237484,Oakridge,49.22038,-123.11824,Entire home/apt,120.0,5,131,1
4317,766977627250888021,Shaughnessy,49.23569,-123.15089,Entire home/apt,138.0,0,173,3
4318,767338748857682708,Mount Pleasant,49.26942,-123.1014,Entire home/apt,128.0,58,11,1
4319,767427832789020233,Downtown,49.27805,-123.10679,Entire home/apt,173.0,56,0,1
4320,767518831556485268,Downtown,49.28723,-123.12439,Private room,139.0,0,0,1
4321,767706411013060405,Downtown,49.2792118,-123.1214803,Entire home/apt,145.0,26,143,1
4322,767931870056495476,Downtown,49.2769,-123.11823,Entire home/apt,115.0,2,58,1
4323,768161191646426632,Downtown Eastside,49.28035,-123.10905,Entire home/apt,86.0,93,41,4
4324,768246743651216717,Renfrew-Collingwood,49.25333,-123.05619,Entire home/apt,109.0,0,90,4
4325,768256896387150928,Renfrew-Collingwood,49.25414,-123.05595,Entire home/apt,123.0,0,90,4
4326,768397756488891372,Riley Park,49.24004567286597,-123.10243095158285,Entire home/apt,272.0,0,119,1
4327,768398127667812806,Riley Park,49.2548729,-123.1044101,Entire home/apt,130.0,44,311,1
4328,768787105434316872,Oakridge,49.23291,-123.13065,Entire home/apt,680.0,22,248,1
4329,768889514013265639,Downtown Eastside,49.2782153,-123.0992978,Entire home/apt,896.0,19,45,1
4330,768981690558155419,Kensington-Cedar Cottage,49.25634,-123.07715,Entire home/apt,87.0,3,77,37
4331,769042162393907036,Dunbar Southlands,49.25622,-123.18689,Entire home/apt,249.0,54,0,1
4332,769863327526995636,Oakridge,49.22140757087557,-123.12242390071862,Private room,49.0,2,362,1
4333,769926196104218077,Kensington-Cedar Cottage,49.23462,-123.05973,Entire home/apt,745.0,14,151,3
4334,770037437586709007,Downtown,49.2796404,-123.1088566,Entire home/apt,218.0,40,136,21
4335,770274256101277325,Mount Pleasant,49.27165,-123.10641,Entire home/apt,350.0,0,365,1
4336,770277424923009605,Kitsilano,49.27220154,-123.15100098,Entire home/apt,99.0,59,0,16
4337,770365895372702312,Downtown,49.27591,-123.12651,Entire home/apt,163.0,7,340,5
4338,770378616796361153,Downtown,49.27575,-123.12794,Entire home/apt,131.0,15,336,5
4339,770387973548449882,Downtown,49.27787,-123.12617,Entire home/apt,96.0,20,333,5
4340,770394918483567312,Downtown,49.27799,-123.12667,Entire home/apt,207.0,8,301,5
4341,771362140167826869,Downtown,49.2801011,-123.12652,Entire home/apt,171.0,87,279,2
4342,771486907215408982,Fairview,49.25846982345838,-123.14527767262804,Entire home/apt,138.0,2,360,1
4343,771736069933529857,West Point Grey,49.26418,-123.18777,Entire home/apt,135.0,29,78,1
4344,772116670102084304,Dunbar Southlands,49.24411,-123.19671,Entire home/apt,102.0,71,0,1
4345,772466465638442261,Fairview,49.26087,-123.14267,Entire home/apt,103.0,5,287,134
4346,772477907256337006,Mount Pleasant,49.26999559999999,-123.1060504,Entire home/apt,115.0,3,111,1
4347,772509577038769363,Downtown,49.27705318837991,-123.12661119013111,Private room,91.0,53,45,2
4348,772518170946106661,Fairview,49.26241,-123.14188,Entire home/apt,100.0,3,306,134
4349,772541311818646343,Kitsilano,49.26662,-123.15592,Entire home/apt,98.0,2,325,134
4350,772587773873520054,Victoria-Fraserview,49.21853,-123.06572,Entire home/apt,101.0,4,261,134
4351,772625083598946338,Fairview,49.26055,-123.13909,Entire home/apt,113.0,36,165,1
4352,773143001560771560,Downtown,49.2779918,-123.1187862,Entire home/apt,160.0,3,338,1
4353,773216148474833083,Oakridge,49.22459,-123.12028,Private room,50.0,2,365,20
4354,773244868554161175,West End,49.2841288,-123.1333351,Private room,84.0,0,89,1
4355,773284031902215501,West End,49.28373,-123.13628,Private room,76.0,4,116,1
4356,773435863030119576,West End,49.289237342662446,-123.13206822015312,Entire home/apt,250.0,0,83,1
4357,773503395507984171,Victoria-Fraserview,49.23019,-123.05503,Entire home/apt,82.0,53,0,2
4358,773938556409065843,West End,49.28497947167147,-123.130277083432,Private room,36.0,1,328,1
4359,773986152579469677,Kensington-Cedar Cottage,49.2454134,-123.0685798,Entire home/apt,120.0,22,330,1
4360,774014779684964119,Kitsilano,49.27029,-123.17846,Entire home/apt,146.0,29,81,1
4361,774016316410218305,Mount Pleasant,49.26406,-123.0908,Entire home/apt,139.0,0,0,1
4362,774027634230195936,Mount Pleasant,49.25825925511524,-123.11434909167956,Entire home/apt,190.0,17,0,1
4363,774077690501416084,Mount Pleasant,49.26904,-123.10117,Entire home/apt,72.0,95,66,5
4364,774295928860048545,Downtown Eastside,49.28057,-123.10079,Private room,149.0,2,276,2
4365,774742091795229302,Mount Pleasant,49.26918262894002,-123.10237257652,Entire home/apt,138.0,49,0,2
4366,774764042569967907,West End,49.29150195862198,-123.132893579806,Entire home/apt,145.0,0,364,1
4367,774867293948514142,Downtown Eastside,49.2796505,-123.1001372,Entire home/apt,104.0,37,45,1
4368,774913574301103453,Grandview-Woodland,49.27223,-123.06921,Entire home/apt,120.0,1,70,2
4369,775137983823449655,Grandview-Woodland,49.28688078873269,-123.06167976121984,Entire home/apt,225.0,63,339,1
4370,775333984911683419,South Cambie,49.2449905,-123.1178185,Entire home/apt,141.0,32,148,1
4371,775773736658820762,Kitsilano,49.26346,-123.15545,Entire home/apt,93.0,2,85,1
4372,776053294115823846,Downtown,49.27837,-123.12056,Entire home/apt,240.0,41,0,21
4373,776166449631598536,Kerrisdale,49.22283,-123.14469,Entire home/apt,207.0,25,137,5
4374,776393339971518015,Downtown,49.27326989918264,-123.12977512645874,Entire home/apt,139.0,7,0,1
4375,776514171059457790,Downtown,49.28649,-123.12338,Entire home/apt,172.0,58,0,3
4376,776732819751344130,Arbutus Ridge,49.25320249471393,-123.1718400918512,Entire home/apt,154.0,26,78,1
4377,776888971351739583,Victoria-Fraserview,49.23041,-123.0571,Entire home/apt,82.0,64,78,2
4378,777106476710520529,Downtown,49.27973,-123.12074,Entire home/apt,250.0,71,37,2
4379,777596463983666197,Hastings-Sunrise,49.26564,-123.05446,Entire home/apt,69.0,3,307,134
4380,777603663924481292,Downtown,49.28128,-123.12194,Entire home/apt,156.0,36,0,1
4381,777611768908952156,Mount Pleasant,49.2640112,-123.0828097,Entire home/apt,160.0,2,178,1
4382,777620936976468053,West Point Grey,49.26504062291546,-123.2137796465438,Private room,89.0,24,307,4
4383,777669528494273192,West End,49.283343,-123.1354191,Entire home/apt,320.0,0,89,1
4384,777679941260560186,Downtown,49.273983429428846,-123.11532068495366,Entire home/apt,175.0,3,213,1
4385,777802264541579499,Downtown,49.28738120000001,-123.1237839,Entire home/apt,299.0,31,202,1
4386,777845719535661781,Downtown,49.27274,-123.11582,Private room,140.0,0,364,1
4387,778302810621784920,Downtown,49.2749061,-123.1310278,Entire home/apt,220.0,0,365,1
4388,779058112434483277,Dunbar Southlands,49.23585,-123.17162,Private room,88.0,4,72,2
4389,779078120266788886,Downtown,49.28779,-123.12293,Entire home/apt,123.0,74,193,1
4390,779189888706984021,Kensington-Cedar Cottage,49.23443,-123.06008,Entire home/apt,200.0,1,327,3
4391,779192581454708786,Downtown,49.27952,-123.12554,Entire home/apt,302.0,52,9,1
4392,779216992876850847,Riley Park,49.23368581979126,-123.09988401196868,Private room,238.0,2,180,1
4393,779641502836271242,Kensington-Cedar Cottage,49.25878909999999,-123.0630183,Private room,73.0,44,0,1
4394,779888257712433166,Hastings-Sunrise,49.270504297760574,-123.03211725068702,Entire home/apt,199.0,35,191,1
4395,779915751176813089,Shaughnessy,49.24603,-123.14128,Entire home/apt,514.0,16,22,1
4396,780351322964363373,Renfrew-Collingwood,49.24589,-123.03721,Entire home/apt,40.0,66,63,4
4397,780399309657039501,Downtown,49.27845,-123.11992,Entire home/apt,158.0,64,0,1
4398,780461253140986859,Kensington-Cedar Cottage,49.24427,-123.07148,Entire home/apt,120.0,33,306,1
4399,780469249463773079,Renfrew-Collingwood,49.24013,-123.0534,Entire home/apt,203.0,39,0,1
4400,780477713613564593,Fairview,49.26362,-123.12055,Entire home/apt,150.0,0,346,1
4401,780599393228932130,Kitsilano,49.26689,-123.15787,Entire home/apt,165.0,7,0,134
4402,780704802382483693,Kitsilano,49.26001,-123.14852,Entire home/apt,159.0,58,198,1
4403,781274178744211833,Hastings-Sunrise,49.2899795,-123.0437868,Entire home/apt,109.0,40,271,16
4404,781314353009787171,Downtown Eastside,49.2781168,-123.0995864,Entire home/apt,116.0,61,330,1
4405,781526387244147505,Downtown,49.27341,-123.12964,Entire home/apt,174.0,49,36,1
4406,781945357451034232,West End,49.28225019470966,-123.12580580518916,Entire home/apt,153.0,32,84,1
4407,782099100890749143,Downtown,49.29062,-123.12818,Entire home/apt,560.0,10,147,9
4408,782109878993722953,Downtown,49.27566,-123.13016,Entire home/apt,300.0,1,147,9
4409,782139911626776905,Kitsilano,49.26789,-123.14716,Entire home/apt,329.0,1,365,1
4410,782520183040501363,West End,49.28316,-123.12937,Private room,139.0,0,365,1
4411,782593654109607421,Downtown,49.27704,-123.12338,Entire home/apt,260.0,2,365,41
4412,782611575046081777,Downtown,49.27865,-123.12334,Private room,385.0,1,365,41
4413,782659964928984365,Mount Pleasant,49.2653542,-123.0997137,Entire home/apt,139.0,37,0,1
4414,782678952292919576,Downtown,49.2748,-123.12587,Entire home/apt,270.0,0,256,41
4415,782681654610273112,Mount Pleasant,49.27131,-123.10341,Entire home/apt,139.0,39,0,1
4416,782684993382116305,Downtown,49.2739053,-123.126715,Entire home/apt,270.0,1,256,41
4417,782691713238716204,Downtown,49.2739053,-123.126715,Entire home/apt,395.0,1,331,41
4418,782700195970342876,Downtown,49.27329,-123.12572,Entire home/apt,395.0,1,332,41
4419,782705998124970403,Downtown,49.2739053,-123.126715,Entire home/apt,395.0,2,0,41
4420,782712461560831043,Downtown,49.2764611,-123.1295442,Entire home/apt,385.0,1,365,41
4421,782725694993661305,Downtown,49.2764611,-123.1295442,Entire home/apt,385.0,2,365,41
4422,782729996829141579,Downtown,49.2764611,-123.1295442,Entire home/apt,260.0,1,342,41
4423,782731591894346396,Kitsilano,49.27262,-123.16051,Entire home/apt,96.0,5,160,26
4424,782735905178082733,Downtown,49.27718,-123.12843,Entire home/apt,260.0,1,341,41
4425,782740817863252762,Downtown,49.2764611,-123.1295442,Entire home/apt,240.0,2,342,41
4426,782746409516531027,Kitsilano,49.27079,-123.15995,Entire home/apt,82.0,2,350,26
4427,782746430185181289,Downtown,49.2764611,-123.1295442,Entire home/apt,240.0,3,342,41
4428,782859964881605383,Kitsilano,49.27282,-123.1497,Entire home/apt,225.0,68,265,1
4429,782975249619280752,Mount Pleasant,49.26475019999999,-123.0997003,Entire home/apt,120.0,0,269,1
4430,782996845381839196,Fairview,49.260812978255984,-123.13477763997302,Entire home/apt,120.0,0,130,2
4431,783390850504213687,West End,49.287521,-123.1403761,Entire home/apt,215.0,1,89,2
4432,783440501748012731,West Point Grey,49.26274,-123.20158,Entire home/apt,79.0,25,0,18
4433,783449724931059319,Kensington-Cedar Cottage,49.2492167,-123.0628087,Entire home/apt,168.0,45,96,5
4434,783985445057780715,Riley Park,49.2563117,-123.0924612,Entire home/apt,149.0,61,0,3
4435,784066757773092296,Kitsilano,49.26867,-123.15363,Private room,139.0,0,0,1
4436,784265300876321799,Mount Pleasant,49.26147311835921,-123.09071133439328,Entire home/apt,107.0,48,0,2
4437,784894115932765966,Kensington-Cedar Cottage,49.246684852068654,-123.06196226311378,Entire home/apt,88.0,55,180,1
4438,785141383639941686,Mount Pleasant,49.26160155651408,-123.08955123972034,Entire home/apt,97.0,25,77,2
4439,785160449385995727,West Point Grey,49.2621356,-123.2022635,Private room,70.0,15,90,18
4440,785567536544803331,Dunbar Southlands,49.25380730495728,-123.1884930232788,Entire home/apt,104.0,3,89,1
4441,785586788597305231,West Point Grey,49.2621356,-123.2022635,Private room,59.0,25,178,18
4442,786037083171904179,West Point Grey,49.2621356,-123.2022635,Private room,89.0,24,0,18
4443,786043260900322751,West Point Grey,49.2621356,-123.2022635,Private room,49.0,11,169,18
4444,786275220610671370,Mount Pleasant,49.25751103579498,-123.10797576954582,Entire home/apt,109.0,4,331,134
4445,786317261963565121,Downtown,49.27879129999999,-123.1117482,Entire home/apt,150.0,1,255,42
4446,786429317264567226,Killarney,49.22769568085145,-123.04247432041322,Private room,59.0,32,146,2
4447,786468734150465231,Riley Park,49.2536267,-123.1042341,Entire home/apt,199.0,20,80,1
4448,786555054001547835,Dunbar Southlands,49.24818344146039,-123.18477901161847,Private room,119.0,0,363,1
4449,787070840956286074,Kensington-Cedar Cottage,49.24810641825255,-123.0649460162612,Entire home/apt,356.0,37,226,1
4450,787246310766701749,Downtown,49.28738120000001,-123.1237839,Entire home/apt,551.0,14,0,3
4451,787498073896401910,Mount Pleasant,49.26088556177316,-123.11168632277996,Private room,59.0,0,365,10
4452,787513300325724312,Mount Pleasant,49.25912858898965,-123.11314171227788,Private room,59.0,0,365,10
4453,787525129882674319,Mount Pleasant,49.25845381226787,-123.11315782297076,Private room,47.0,0,365,10
4454,787674726735576470,Kitsilano,49.2727315522749,-123.15361398870375,Private room,80.0,0,149,1
4455,787828171488437782,Renfrew-Collingwood,49.23684715597357,-123.03132829056456,Entire home/apt,150.0,5,365,1
4456,787962480240405972,Downtown,49.2749198,-123.1150309,Entire home/apt,100.0,3,334,42
4457,788322480886030725,Downtown,49.27848551705837,-123.1059498494046,Entire home/apt,265.0,46,159,1
4458,788529677978865032,Downtown,49.2749061,-123.1310273,Entire home/apt,305.0,2,301,2
4459,788546781464667885,Downtown,49.27451292086919,-123.1289206701527,Entire home/apt,350.0,0,364,1
4460,788673225826567288,Grandview-Woodland,49.27315332885529,-123.07489496720754,Entire home/apt,150.0,3,162,2
4461,789194123181151805,West End,49.28271781561744,-123.1253743677882,Entire home/apt,55.0,40,41,3
4462,789460734803935059,Downtown,49.2786,-123.10767,Entire home/apt,202.0,55,0,1
4463,789766470615732150,Victoria-Fraserview,49.21825725830471,-123.07576038289672,Entire home/apt,216.0,0,165,8
4464,789805599143977166,Downtown Eastside,49.27997686068157,-123.09242441099752,Entire home/apt,664.0,1,353,2
4465,789875243894834982,Kerrisdale,49.22125606068049,-123.1537924582135,Private room,75.0,2,122,6
4466,790553076076537355,Downtown,49.2792118,-123.1214803,Entire home/apt,180.0,58,66,1
4467,790584045658409816,Kensington-Cedar Cottage,49.2377703,-123.0692329,Private room,88.0,75,341,6
4468,790747466084276380,Mount Pleasant,49.2604744196924,-123.0783660231613,Private room,39.0,3,365,6
4469,790859210317610042,Hastings-Sunrise,49.26944189758296,-123.03696106182204,Entire home/apt,185.0,20,0,1
4470,791505779065585768,Downtown,49.27902903761153,-123.12085266982348,Entire home/apt,237.0,43,22,1
4471,791512493478096735,West End,49.29209306832252,-123.13461431705193,Entire home/apt,100.0,4,317,1
4472,791693837666699874,Downtown,49.2784951,-123.1296296,Entire home/apt,150.0,24,0,1
4473,792038824743590871,West End,49.28967515810373,-123.1380852481632,Private room,260.0,11,314,11
4474,792165839918346704,Mount Pleasant,49.27060786920168,-123.10399994049644,Entire home/apt,189.0,3,334,10
4475,792767566503426938,Renfrew-Collingwood,49.24477061423001,-123.0312595143914,Entire home/apt,119.0,43,68,2
4476,792768413406632626,Downtown,49.2853076,-123.1182532,Entire home/apt,120.0,27,3,1
4477,792791696005129796,Downtown,49.2762926,-123.1308973,Entire home/apt,200.0,0,364,1
4478,792835257026773326,Downtown Eastside,49.28338,-123.10312,Entire home/apt,188.0,17,6,1
4479,792883005062628538,Downtown,49.2733795,-123.1164917,Entire home/apt,215.0,0,364,42
4480,792998812490913681,West End,49.29097600000001,-123.141557,Entire home/apt,100.0,5,342,1
4481,793019747797442593,Downtown,49.28901519999999,-123.1208992,Entire home/apt,285.0,1,333,42
4482,793062745812616933,Downtown,49.27687570000001,-123.1272035,Entire home/apt,162.0,64,0,1
4483,793384773896731046,Downtown,49.27707121736741,-123.12879134967211,Entire home/apt,217.0,0,162,2
4484,793494664535473480,South Cambie,49.25581810000001,-123.1162225,Entire home/apt,135.0,48,0,1
4485,793506296433217033,Renfrew-Collingwood,49.24946250086645,-123.04893857581447,Private room,114.0,23,178,1
4486,793625566805364379,Sunset,49.23225919999999,-123.10178,Entire home/apt,163.0,57,339,2
4487,793847698514024443,Renfrew-Collingwood,49.23803910965998,-123.05548224371468,Entire home/apt,59.0,16,22,1
4488,793861998504594431,Kensington-Cedar Cottage,49.24194415534615,-123.06487922927766,Entire home/apt,124.0,37,0,1
4489,794280165133001580,Kitsilano,49.26482999194118,-123.14686960531112,Entire home/apt,900.0,0,356,30
4490,794392552301862809,Renfrew-Collingwood,49.24237532124759,-123.04880713507512,Private room,62.0,35,85,2
4491,795686060974594876,Downtown,49.27784656145018,-123.11288256783315,Entire home/apt,145.0,0,32,2
4492,795722019446230146,Kitsilano,49.27079292611299,-123.1598575793904,Entire home/apt,133.0,3,0,134
4493,795746575399669463,Kitsilano,49.27155,-123.16016,Entire home/apt,78.0,4,168,134
4494,796462455882938909,West End,49.28763057763371,-123.12775440711084,Entire home/apt,141.0,6,287,5
4495,797051402804813063,Renfrew-Collingwood,49.237858405854304,-123.04733561000572,Private room,44.0,8,12,5
4496,797145219359108764,Downtown,49.27714197961392,-123.12816229570645,Entire home/apt,139.0,0,0,3
4497,797150354313292880,Riley Park,49.23349097145367,-123.11296785346866,Entire home/apt,162.0,9,107,1
4498,797430402003013697,Strathcona,49.2681930069661,-123.09632285575964,Entire home/apt,152.0,64,0,1
4499,797818349503566326,Downtown,49.2765895498108,-123.13063528740076,Entire home/apt,212.0,1,183,1
4500,797991977818867890,Downtown,49.277676794562446,-123.13076873133208,Entire home/apt,144.0,15,0,1
4501,798012669687190751,Downtown,49.27917523611148,-123.10916672765852,Entire home/apt,173.0,82,106,3
4502,798028138201131568,Downtown,49.28062150376186,-123.1229508586542,Entire home/apt,120.0,37,348,1
4503,798220331047928469,Downtown,49.27883,-123.10938,Entire home/apt,175.0,36,2,1
4504,798248080945217762,Downtown,49.2792813,-123.1065474,Entire home/apt,156.0,83,0,43
4505,798604031502890897,Victoria-Fraserview,49.21962554615492,-123.07367965718144,Entire home/apt,445.0,13,83,5
4506,798766731463057163,Downtown,49.275218982589,-123.1287852895555,Entire home/apt,200.0,47,0,1
4507,798862783922047458,Downtown Eastside,49.28196409000889,-123.10997388954728,Entire home/apt,115.0,54,0,1
4508,798889942621016112,Riley Park,49.24908,-123.09919,Entire home/apt,101.0,58,298,3
4509,799266345944615437,Mount Pleasant,49.26044,-123.07826,Private room,39.0,2,365,6
4510,799278251562293222,Mount Pleasant,49.26934697287044,-123.10896507253806,Entire home/apt,2888.0,0,364,1
4511,800235844937541326,Downtown,49.2783619,-123.1269471,Entire home/apt,104.0,2,36,1
4512,800246863093796215,Oakridge,49.2266582,-123.1132679,Shared room,48.0,0,356,1
4513,800433241339540478,West End,49.279193696357545,-123.13130322310523,Entire home/apt,205.0,0,0,2
4514,800685316347580213,Riley Park,49.255786512945726,-123.10526406213285,Entire home/apt,38.0,20,335,134
4515,800799687233801106,Marpole,49.20772372435172,-123.11831602659676,Entire home/apt,181.0,22,342,134
4516,800935892830608949,West End,49.27861,-123.13073,Entire home/apt,323.0,31,339,2
4517,800970191867596004,Hastings-Sunrise,49.2883,-123.04562,Entire home/apt,490.0,13,311,3
4518,801024168663683393,Mount Pleasant,49.2708692,-123.1016807,Entire home/apt,426.0,0,364,2
4519,801089556858531178,Downtown,49.27883660744149,-123.1077826232788,Entire home/apt,339.0,20,0,1
4520,801110086514791175,Grandview-Woodland,49.27752218193026,-123.05715206571274,Entire home/apt,243.0,35,75,1
4521,801409921262940777,Dunbar Southlands,49.241305845888334,-123.18757557964432,Entire home/apt,275.0,7,343,1
4522,801528499159786130,West End,49.29119065918921,-123.13252684667218,Entire home/apt,125.0,4,191,37
4523,801578582519247796,Shaughnessy,49.23786765686442,-123.1483505542135,Entire home/apt,550.0,12,357,1
4524,802186546425921012,Riley Park,49.24870079291525,-123.10519754419929,Entire home/apt,205.0,11,81,1
4525,802284141758066999,Downtown,49.27551909874282,-123.12669319094287,Entire home/apt,198.0,55,4,5
4526,802915944025309771,Arbutus Ridge,49.2434622,-123.1700375,Entire home/apt,99.0,43,0,1
